uid,crop_name,main_stage,sub_stage_name,start_day,end_day,data_source,created_at,updated_at,deleted_at,susceptible_pests,pest_risk_factors,pest_management,susceptible_diseases,disease_risk_factors,disease_management,env_conditions
csk_626aa817-c99c-4bef-826b-61d66a48ed25,broad_bean,Reproductive Phase,Bud Formation,40,50,llm,2026-05-26 13:20:32.413059+00:00,2026-05-26 13:20:32.413059+00:00,,"Aphids (Maahu), Bean pod borer (Sem ki phali chhedak)","Warm weather, overcrowding of plants, nearby weedy areas","Field care: Remove weeds and plant debris. Natural control: Use yellow sticky traps to catch aphids. Spray if needed: Spray neem oil or a mild soap solution, especially under the leaves, if you see many aphids or pod borers.","Powdery mildew (Safed powder), Rust (Gerua)","High humidity, cool nights, dense plant growth, prolonged leaf wetness","Field care: Ensure good air circulation by spacing plants properly. Natural control: Spray with sour buttermilk solution. Spray if needed: Use a fungicide if the disease spreads quickly, following the instructions on the label carefully.","{""uv_index"": ""6-8"", ""temp_max_c"": ""30"", ""temp_min_c"": ""10"", ""photoperiod"": ""12-14"", ""soil_temp_c"": ""15-20"", ""irrigation_mm"": ""15-20"", ""optimal_temp_c"": ""15-25"", ""avg_yield_kg_ha"": ""500-700"", ""rel_humidity_pct"": ""60-70"", ""harvest_index_pct"": ""20-25"", ""soil_moisture_pct"": ""60-70""}"
csk_0f3385ea-005d-48f2-8d32-22fac03327ed,broad_bean,Reproductive Phase,Flowering,50,70,llm,2026-05-26 13:20:32.413059+00:00,2026-05-26 13:20:32.413059+00:00,,"Aphids (Maahu), Bean pod borer (Sem ki phali chhedak)","Warm weather, overcrowding of plants, nearby infested fields","Field care: Remove weeds and plant debris. Natural control: Use yellow sticky traps, encourage ladybugs. Spray if needed: Spray neem oil or a mild insecticide if infestation is high, repeat after 7 days.","Powdery mildew (Safed powder), Rust (Gerua)","High humidity, cool nights, dense plant growth, poor air circulation","Field care: Ensure good air circulation by spacing plants properly. Natural control: Spray with baking soda solution. Spray if needed: Use a fungicide if the disease spreads quickly, follow instructions on the label.","{""uv_index"": ""6-8"", ""temp_max_c"": ""30"", ""temp_min_c"": ""10"", ""photoperiod"": ""12-14 hours"", ""soil_temp_c"": ""15-20"", ""irrigation_mm"": ""20-30"", ""optimal_temp_c"": ""15-25"", ""avg_yield_kg_ha"": ""1500-2000"", ""rel_humidity_pct"": ""60-70"", ""harvest_index_pct"": ""30-40"", ""soil_moisture_pct"": ""60-70""}"
csk_e91b6d4f-6432-4b13-a30b-8e48c9519d0b,broad_bean,Reproductive Phase,Pod Development,70,90,llm,2026-05-26 13:20:32.413059+00:00,2026-05-26 13:20:32.413059+00:00,,"Aphids (Maahu), Pod borers (Phali chhedak)",Aphids thrive in warm weather; pod borers like fields with lots of weeds.,"Field care: Remove weeds around the field to reduce hiding places for pests. Natural control: Use yellow sticky traps to catch aphids. Spray if needed: If you see many aphids or pod borer damage, spray neem oil or ask your local agriculture shop for a suitable pesticide.","Rust (Gerua), Powdery mildew (Safed powder)",Rust spreads quickly in humid weather; powdery mildew likes dry days and crowded plants.,"Field care: Make sure plants have good airflow by not planting them too close together. Natural control: Spray with a solution of baking soda and water. Spray if needed: If the disease spreads quickly, ask your local agriculture shop for a fungicide.","{""uv_index"": ""6-8"", ""temp_max_c"": ""30"", ""temp_min_c"": ""10"", ""photoperiod"": ""12-14 hours"", ""soil_temp_c"": ""15-20"", ""irrigation_mm"": ""20-30"", ""optimal_temp_c"": ""15-25"", ""avg_yield_kg_ha"": ""1500-2000"", ""rel_humidity_pct"": ""60-70"", ""harvest_index_pct"": ""30-40"", ""soil_moisture_pct"": ""60-70""}"
csk_91082c85-41eb-4508-a17e-62bff2694bbb,broad_bean,Maturity Phase,Pod Filling,90,110,llm,2026-05-26 13:20:32.413059+00:00,2026-05-26 13:20:32.413059+00:00,,"Aphids (Maahu), Pod borers (Phali chhedak)","Warm weather, overcrowding of plants, nearby weedy areas.","Field care: Remove weeds and plant debris. Natural control: Encourage ladybugs and other predators. Spray if needed: Use neem oil spray or a mild insecticide if pests are numerous, following label instructions carefully.","Downy mildew (Bhado Rog), Powdery mildew (Safed Rog)","High humidity, cool temperatures, dense plant growth, poor air circulation.","Field care: Ensure good air circulation by spacing plants adequately. Remove and destroy infected leaves. Natural control: Apply a baking soda spray (1 teaspoon per liter of water). Spray if needed: Use a copper-based fungicide or sulfur-based fungicide if the disease spreads quickly, following label instructions.","{""uv_index"": ""6-8"", ""temp_max_c"": ""30"", ""temp_min_c"": ""10"", ""photoperiod"": ""12-14 hours"", ""soil_temp_c"": ""15-20"", ""irrigation_mm"": ""20-30"", ""optimal_temp_c"": ""15-25"", ""avg_yield_kg_ha"": ""1500-2000"", ""rel_humidity_pct"": ""60-70"", ""harvest_index_pct"": ""30-40"", ""soil_moisture_pct"": ""60-70""}"
csk_7e797302-fde8-451e-972d-8e29022f882b,broad_bean,Maturity Phase,Harvest Maturity,110,130,llm,2026-05-26 13:20:32.413059+00:00,2026-05-26 13:20:32.413059+00:00,,"Aphids (Maahu), Pod borers (Phali chhedak)","Warm weather, overcrowding of plants, nearby infested fields","Field care: Remove weeds and plant debris. Natural control: Use yellow sticky traps to catch aphids, encourage ladybugs. Spray if needed: Spray neem oil or a mild insecticide if pests are numerous.","Rust (Gerua), Powdery mildew (Safed powder)","High humidity, cool nights, dense plant growth, poor air circulation",Field care: Ensure good air circulation by spacing plants. Natural control: Spray with baking soda solution. Spray if needed: Use a fungicide if the disease spreads quickly.,"{""uv_index"": ""6-8"", ""temp_max_c"": ""30"", ""temp_min_c"": ""10"", ""photoperiod"": ""12-14 hours"", ""soil_temp_c"": ""15-25"", ""irrigation_mm"": ""Stop irrigation 10-15 days before harvest."", ""optimal_temp_c"": ""15-25"", ""avg_yield_kg_ha"": ""1500-2500"", ""rel_humidity_pct"": ""60-70"", ""harvest_index_pct"": ""30-40"", ""soil_moisture_pct"": ""60-70""}"
csk_90f09f8a-451f-4e45-bcf2-f53020b4f93a,areca_(betel_nut),Seedling Stage,Germination,0,90,llm,2026-05-26 13:21:08.608488+00:00,2026-05-26 13:21:08.608488+00:00,,"Mites, Scales","Hot and dry weather, overcrowding of seedlings","Field care: Keep the nursery area clean and remove weeds. Natural control: Use neem oil spray. Spray if needed: If the infestation is high, spray with a mild insecticide, following the instructions on the label.","Seedling blight, Collar rot","Excessive moisture, poor drainage, contaminated soil","Field care: Ensure good drainage in the nursery. Avoid overcrowding of seedlings. Natural control: Apply Trichoderma around the seedlings. Spray if needed: If the disease appears, spray with copper fungicide, following the instructions on the label.","{""uv_index"": ""6-8"", ""temp_max_c"": ""35"", ""temp_min_c"": ""20"", ""photoperiod"": ""11-13 hours"", ""soil_temp_c"": ""25-30"", ""irrigation_mm"": ""15-20"", ""optimal_temp_c"": ""25-32"", ""avg_yield_kg_ha"": ""Not applicable"", ""rel_humidity_pct"": ""80-95"", ""harvest_index_pct"": ""Not applicable"", ""soil_moisture_pct"": ""60-70""}"
csk_5bf59f78-8af0-4cad-adeb-3538c4c32daa,areca_(betel_nut),Seedling Stage,Primary Leaf Development,91,365,llm,2026-05-26 13:21:08.608488+00:00,2026-05-26 13:21:08.608488+00:00,,"Mites, Scales, Caterpillars",Hot and dry weather favors mites and scales; Caterpillars thrive in humid conditions.,"Field care: Regularly inspect seedlings for pests; remove and destroy affected leaves. Natural control: Use neem oil spray. Spray if needed: If infestation is high, use a recommended insecticide, following label instructions carefully.","Seedling blight, Leaf spot","High humidity, Poor drainage, Overcrowding of seedlings","Field care: Ensure good drainage; provide adequate spacing between seedlings. Natural control: Apply a bio-fungicide like Trichoderma. Spray if needed: If disease persists, use a copper-based fungicide, following label instructions.","{""uv_index"": ""Moderate (3-7)"", ""temp_max_c"": ""35"", ""temp_min_c"": ""15"", ""photoperiod"": ""11-13 hours"", ""soil_temp_c"": ""25-30"", ""irrigation_mm"": ""15-20"", ""optimal_temp_c"": ""20-30"", ""avg_yield_kg_ha"": ""Not applicable at seedling stage"", ""rel_humidity_pct"": ""75-85"", ""harvest_index_pct"": ""Not applicable at seedling stage"", ""soil_moisture_pct"": ""60-70""}"
csk_e8e7eccf-b320-4bfd-b6fc-df96751f15b3,areca_(betel_nut),Juvenile Stage,Early Growth,366,1095,llm,2026-05-26 13:21:08.608488+00:00,2026-05-26 13:21:08.608488+00:00,,"Mites, Scale insects, Caterpillars",Hot and dry weather favors mites and scales; Caterpillars thrive in humid conditions.,"Field care: Regularly inspect young plants for pests. Remove and destroy any infested leaves. Natural control: Use neem oil spray every 15 days. Introduce ladybug beetles to control scale insects. Spray if needed: If infestation is severe, use a recommended insecticide, following the instructions on the label.","Koleroga (Mahali), Foot rot",High rainfall and humidity increase Koleroga; Waterlogged soil promotes Foot rot.,"Field care: Ensure good drainage to prevent waterlogging. Remove and burn infected leaves and sheaths. Natural control: Apply a copper-based fungicide preventatively before the monsoon. Spray if needed: If the disease appears, spray copper oxychloride or Bordeaux mixture, following label instructions.","{""uv_index"": ""6-8"", ""temp_max_c"": ""35"", ""temp_min_c"": ""15"", ""photoperiod"": ""11-13"", ""soil_temp_c"": ""25-30"", ""irrigation_mm"": ""20-25"", ""optimal_temp_c"": ""20-30"", ""avg_yield_kg_ha"": ""Not applicable in juvenile stage"", ""rel_humidity_pct"": ""65-85"", ""harvest_index_pct"": ""Not applicable in juvenile stage"", ""soil_moisture_pct"": ""60-70""}"
csk_525b14ff-ac61-4927-b4c6-833fe94ca1e7,areca_(betel_nut),Juvenile Stage,Stem Elongation,1096,1825,llm,2026-05-26 13:21:08.608488+00:00,2026-05-26 13:21:08.608488+00:00,,"Mites, Scales, Spindle bug",Hot and dry weather favors mites and scales; Spindle bug thrives in humid conditions.,"Field care: Keep the area around the plants clean and remove any weeds. Natural control: Use neem oil spray every 15 days. Spray if needed: If infestation is high, use a recommended insecticide like dimethoate, following the instructions on the label.","Foot rot, Bud rot, Leaf spot",Waterlogged soil and high humidity increase foot rot and bud rot; Leaf spot spreads during the rainy season.,"Field care: Ensure good drainage to avoid water stagnation. Remove and burn affected leaves. Natural control: Apply a copper-based fungicide preventatively. Spray if needed: If the disease spreads quickly, use a broad-spectrum fungicide like mancozeb, following the instructions on the label.","{""uv_index"": ""6-8"", ""temp_max_c"": ""40"", ""temp_min_c"": ""14"", ""photoperiod"": ""11-13"", ""soil_temp_c"": ""25-30"", ""irrigation_mm"": ""20-25"", ""optimal_temp_c"": ""20-35"", ""avg_yield_kg_ha"": ""Not Applicable"", ""rel_humidity_pct"": ""65-85"", ""harvest_index_pct"": ""Not Applicable"", ""soil_moisture_pct"": ""60-70""}"
csk_f330d56c-578d-41bc-9106-cc3a2ca58302,areca_(betel_nut),Reproductive Stage,Flowering Initiation,1826,2190,llm,2026-05-26 13:21:08.608488+00:00,2026-05-26 13:21:08.608488+00:00,,"Mites, Scales, Spindle bug","Hot and dry weather, lack of air circulation, weak plants","Field care: Keep the area around the trees clean and remove any weeds. Natural control: Use neem oil spray regularly. Spray if needed: If the problem is severe, spray with a recommended insecticide, following the instructions on the label carefully.","Mahali (fruit rot), Foot rot, Leaf spot","High humidity, heavy rainfall, poor drainage, wounds on the trees","Field care: Ensure good drainage and air circulation. Remove and burn any infected parts of the tree. Natural control: Apply Bordeaux mixture as a preventive measure. Spray if needed: If the disease spreads, use a recommended fungicide, following the instructions on the label.","{""uv_index"": ""6-8"", ""temp_max_c"": ""40"", ""temp_min_c"": ""14"", ""photoperiod"": ""11-12"", ""soil_temp_c"": ""25-30"", ""irrigation_mm"": ""20-25"", ""optimal_temp_c"": ""20-35"", ""avg_yield_kg_ha"": ""1500-2000"", ""rel_humidity_pct"": ""65-85"", ""harvest_index_pct"": ""25-30"", ""soil_moisture_pct"": ""60-70""}"
csk_2e2c721e-f8de-468a-9467-5ccaa0350bf3,areca_(betel_nut),Reproductive Stage,Fruit Set,2191,2555,llm,2026-05-26 13:21:08.608488+00:00,2026-05-26 13:21:08.608488+00:00,,"Mites, Scales, Spindle bug","Hot and dry weather, lack of air circulation, old gardens","Field care: Keep the garden clean, remove affected leaves. Natural control: Use neem oil spray. Spray if needed: If the problem is severe, ask your local agriculture officer for a suitable pesticide.","Mahali (fruit rot), Bud rot","High humidity, continuous rain, poor drainage","Field care: Improve drainage, remove and burn affected fruits and leaves. Natural control: Apply Bordeaux mixture as a preventive measure. Spray if needed: If the disease spreads quickly, consult with the agriculture department for the right fungicide.","{""uv_index"": ""6-8"", ""temp_max_c"": ""40"", ""temp_min_c"": ""14"", ""photoperiod"": ""11-13"", ""soil_temp_c"": ""25-30"", ""irrigation_mm"": ""20-25"", ""optimal_temp_c"": ""20-35"", ""avg_yield_kg_ha"": ""1500-2000"", ""rel_humidity_pct"": ""65-85"", ""harvest_index_pct"": ""25-30"", ""soil_moisture_pct"": ""60-70""}"
csk_d5d346e3-dd1e-49fe-87aa-042170ce567a,areca_(betel_nut),Maturity Stage,Fruit Development,2556,3285,llm,2026-05-26 13:21:08.608488+00:00,2026-05-26 13:21:08.608488+00:00,,"Mites, Spindle bug",Hot and dry weather favors mites; spindle bug thrives in humid conditions.,"Field care: Keep the area around the trees clean. Natural control: Use neem oil spray. Spray if needed: If the problem is severe, ask your local agriculture officer for a suitable pesticide.","Mahali (fruit rot), Foot rot",High rainfall and humidity increase Mahali; waterlogged soil causes Foot rot.,"Field care: Ensure good drainage and remove infected fruits. Natural control: Apply Bordeaux mixture as a preventive measure. Spray if needed: For Mahali, spray copper fungicide; for Foot rot, drench the soil with copper oxychloride after consulting the agriculture officer.","{""uv_index"": ""6-8"", ""temp_max_c"": ""40"", ""temp_min_c"": ""14"", ""photoperiod"": ""11-13"", ""soil_temp_c"": ""25-30"", ""irrigation_mm"": ""20-25"", ""optimal_temp_c"": ""20-35"", ""avg_yield_kg_ha"": ""1500-2000"", ""rel_humidity_pct"": ""65-85"", ""harvest_index_pct"": ""25-30"", ""soil_moisture_pct"": ""60-70""}"
csk_244a2692-9bfe-4955-ac9f-4bf74bf1c21c,areca_(betel_nut),Maturity Stage,Harvest Maturity,3286,3650,llm,2026-05-26 13:21:08.608488+00:00,2026-05-26 13:21:08.608488+00:00,,"Mites, Spindle bug",Hot and dry weather favors mites; Spindle bug thrives in humid conditions and on palms with nutrient deficiencies.,"Field care: Ensure proper spacing and sunlight. Remove weeds and debris. Natural control: Use neem oil spray. Introduce predatory mites for mite control. Spray if needed: Use a recommended insecticide, following label instructions carefully.","Mahali (fruit rot), Foot rot",High humidity and rainfall increase Mahali risk; Poor drainage and soil health increase Foot rot risk.,"Field care: Improve drainage. Remove infected nuts and leaves promptly. Apply Bordeaux mixture as a protective measure before monsoon. Natural control: Apply Trichoderma around the base of the palms for Foot rot. Spray if needed: Use copper-based fungicides if the disease spreads, following label instructions.","{""uv_index"": ""6-8"", ""temp_max_c"": ""35"", ""temp_min_c"": ""15"", ""photoperiod"": ""11-13"", ""soil_temp_c"": ""22-28"", ""irrigation_mm"": ""20-30"", ""optimal_temp_c"": ""20-30"", ""avg_yield_kg_ha"": ""1500-2000"", ""rel_humidity_pct"": ""65-85"", ""harvest_index_pct"": ""25-35"", ""soil_moisture_pct"": ""60-70""}"
csk_7f8c0f35-f546-4170-a629-0a6c0555f118,areca_(betel_nut),Seedling Stage,Seed Germination,0,90,llm,2026-05-26 13:21:22.321397+00:00,2026-05-26 13:21:22.321397+00:00,,"Mites, Scales","Hot and dry weather, lack of air circulation","Field care: Keep the area around seedlings clean and remove any weeds. Natural control: Use neem oil spray. Spray if needed: If the problem is severe, spray with a mild insecticide, following the instructions on the label.","Seedling blight, Ganoderma wilt","Too much moisture, poor drainage, infected soil","Field care: Ensure good drainage and avoid overwatering. Remove and destroy any infected seedlings immediately. Natural control: Apply Trichoderma around the seedlings. Spray if needed: If the disease spreads, use a copper-based fungicide, following the instructions on the label.","{""uv_index"": ""Low to Moderate (3-6)"", ""temp_max_c"": ""35"", ""temp_min_c"": ""20"", ""photoperiod"": ""11-12 hours"", ""soil_temp_c"": ""25-30"", ""irrigation_mm"": ""15-20"", ""optimal_temp_c"": ""25-32"", ""avg_yield_kg_ha"": ""Not applicable"", ""rel_humidity_pct"": ""75-85"", ""harvest_index_pct"": ""Not applicable"", ""soil_moisture_pct"": ""60-70""}"
